Date,Open,High,Low,Close,Volume
09-12-2015,,175.50,175.00,175.50,19148
10-12-2015,,175.10,175.00,175.00,31026
11-12-2015,,176.00,175.00,175.00,54371
14-12-2015,,175.90,175.00,175.00,8510
15-12-2015,,175.90,175.00,175.10,4258
16-12-2015,,176.00,176.00,175.10,25
17-12-2015,,176.00,175.00,175.90,5780
18-12-2015,,175.10,175.00,175.00,5346
21-12-2015,,175.30,175.20,175.20,90379
22-12-2015,,175.40,175.20,175.20,14333
23-12-2015,,175.60,175.10,175.40,6955
28-12-2015,,175.50,175.20,175.40,34789
29-12-2015,,175.50,175.00,175.00,5541
30-12-2015,,175.50,175.00,175.50,3499
31-12-2015,,177.90,175.50,177.90,6975
05-01-2016,,72.50,70.10,70.20,1372
06-01-2016,,70.50,70.00,70.00,32400
07-01-2016,,72.90,69.30,70.00,5310
08-01-2016,,69.80,69.00,69.20,500
11-01-2016,,70.00,69.20,69.40,451
12-01-2016,,69.00,67.00,67.00,17197
13-01-2016,,69.50,67.00,69.40,7299
14-01-2016,,69.10,67.00,69.10,20327
18-01-2016,,67.00,65.20,65.90,795
19-01-2016,,65.20,64.00,64.00,4510
20-01-2016,,64.10,63.00,63.50,1750
22-01-2016,,65.10,65.00,65.00,3801
25-01-2016,,67.00,67.00,65.00,1
27-01-2016,,64.10,64.00,64.10,201
28-01-2016,,65.80,65.70,64.10,31
29-01-2016,,65.80,65.70,65.70,200
01-02-2016,,65.00,65.00,65.00,1750
02-02-2016,,67.10,67.10,65.00,25
03-02-2016,,65.10,65.00,65.00,2232
05-02-2016,,65.00,65.00,65.00,26666
08-02-2016,,65.10,65.10,65.10,413
09-02-2016,,65.10,65.10,65.10,100
10-02-2016,,69.00,65.80,67.60,124
11-02-2016,,65.50,65.00,65.00,9172
12-02-2016,,65.00,64.50,65.00,10885
15-02-2016,,65.00,64.90,65.00,5763
16-02-2016,,62.20,62.10,62.20,700
17-02-2016,,62.10,62.10,62.10,400
19-02-2016,,63.10,62.20,62.60,410654
23-02-2016,,62.20,62.00,62.20,128
24-02-2016,,61.00,61.00,61.00,1104
25-02-2016,,60.50,60.00,60.00,18872
26-02-2016,,62.20,62.00,62.00,134
29-02-2016,,60.00,58.00,58.30,5148
01-03-2016,,58.00,58.00,58.00,2773
02-03-2016,,57.00,57.00,57.00,600
03-03-2016,,57.00,57.00,57.00,150
04-03-2016,,57.00,56.50,56.50,2773
08-03-2016,,56.60,55.10,55.10,282
09-03-2016,,55.50,55.00,55.10,1534
10-03-2016,,55.00,54.00,55.00,52930
11-03-2016,,59.60,55.00,58.00,2140
14-03-2016,,59.00,55.10,58.00,54
15-03-2016,,59.90,57.00,57.20,1096
16-03-2016,,57.00,56.50,56.50,30700
17-03-2016,,56.50,56.50,56.50,10000
18-03-2016,,56.60,56.50,56.50,126
21-03-2016,,57.00,57.00,57.00,474
23-03-2016,,57.80,55.20,57.00,35
24-03-2016,,57.00,55.00,55.10,3882
28-03-2016,,57.00,56.50,56.80,2865
